urn,pears,la_number,easting,northing
101912,0.118758061,307,517782,181877
101913,0.648502441,307,512183,180763
101914,0.98658664,307,516000,181854
101916,0.826376082,307,517274,183120
101919,0.976531312,307,517527,179037
101920,0.572770898,307,514406,182097
101922,0.614414114,307,512527,179388
101923,0.980733857,307,517570,181970
101924,0.402931076,307,515447,180385
101925,0.998047859,307,510877,183102
101926,0.136277007,307,519880,180631
101927,0.299333595,307,514489,182952
134217,0.275185167,307,513727,185115
136445,0.330282395,307,517691,180814
101928,0.535496047,307,512936,180128
137729,0.226894332,307,512061,179053
131310,0.754141282,307,516042,179215
137546,0.249703033,307,519635,180375
136737,0.183974735,307,514535,185161
101937,0.919879888,307,513688,180684
101938,0.725445273,307,513688,180684
101941,0.275185373,307,518894,181164
137221,0.398639981,307,515577,180978
101943,0.843535369,307,512687,184974
101965,0.331329413,307,513250,183799
101966,0.931290323,307,515994,181814
101971,0.134766926,307,515381,180388
101972,0.020362281,308,535080,194052
136952,0.852040291,308,535378,194940
101981,0.849067347,308,534602,199562
101982,0.17386373,308,534567,197594
101983,0.019957396,308,534567,197594
101984,0.515409576,308,532249,197316
101988,0.58482336,308,535061,194221
101989,0.532654627,308,532811,193418
101990,0.649748289,308,534303,192871
101991,0.812548288,308,534411,195023
101992,0.201376569,308,529140,192210
101993,0.51569764,308,533756,196492
101994,0.698687817,308,526427,198404
101995,0.969914262,308,533311,193331
101995,0.400110103,308,533311,193331
101995,0.05840271,308,533311,193331
101995,0.260521544,308,533311,193331
101996,0.776223627,308,531435,192682
101997,0.89645838,308,531435,192682
101998,0.606960482,308,534947,199455
101999,0.482858202,308,530834,196478
102002,0.91616385,308,536770,198543
102003,0.073434303,308,533517,194889
102004,0.75098908,308,533476,194848
102005,0.549660931,308,534629,197220
102007,0.056090564,308,529728,193491
102010,0.802509588,308,533277,193249
102011,0.395682111,308,534709,194642
102012,0.332773915,308,535987,195797
102013,0.411363873,308,532854,192121
102014,0.113182102,308,535099,196350
102015,0.495452228,308,532995,197977
102016,0.345241768,308,530977,195990
102017,0.304180625,308,535711,198153
136284,0.922097103,308,535446,194887
102019,0.433789091,308,533834,194136
102020,0.063102507,308,533965,198317
102021,0.276710317,308,529879,192208
102021,0.007634061,308,529879,192208
102021,0.15784727,308,529879,192208
102021,0.428900896,308,529879,192208
102022,0.763025863,308,528719,195540
102023,0.934799961,308,534346,192236
102024,0.335992782,308,534127,195811
102025,0.847243673,308,530594,195529
130933,0.682982111,308,534451,192789
131657,0.946296588,308,529794,194765
131407,0.297743557,308,532141,192284
132203,0.205812802,308,532041,194019
133520,0.470533416,308,536511,199252
102026,0.147127312,308,531297,191945
102027,0.325927631,308,531794,198989
102028,0.726513121,308,534178,198690
102029,0.46939933,308,533105,197208
102030,0.225935422,308,529664,194475
102031,0.638370757,308,535716,199064
102032,0.167306883,308,533972,191952
102033,0.258815953,308,535271,197210
102034,0.463452776,308,532321,197873
102035,0.316292021,308,531633,194592
102036,0.101286807,308,535756,196174
102037,0.159723631,308,534676,194044
102038,0.269906171,308,532834,197346
102039,0.788239744,308,530216,193218
102040,0.72735596,308,529136,192398
102041,0.58144475,308,533785,193650
102042,0.194457624,308,529669,195019
131528,0.44310803,308,536204,198589
131528,0.106019418,308,536204,198589
131528,0.164431288,308,536204,198589
131528,0.680105502,308,536204,198589
135535,0.855430482,308,536016,196954
102043,0.517859625,308,533832,194710
102043,0.703389939,308,533832,194710
102043,0.590731581,308,533832,194710
102043,0.186512478,308,533832,194710
136327,0.199704013,308,534226,196459
102045,0.332948634,308,532148,193892
102047,0.044724433,308,528736,195890
102047,0.521953398,308,528736,195890
102047,0.25290174,308,528736,195890
102047,0.870090214,308,528736,195890
102048,0.572082923,308,532660,196786
102049,0.472889364,308,533134,197520
102052,0.500338942,308,534676,197189
102053,0.926396795,308,531090,192526
102054,0.337780352,308,535458,195673
102055,0.31717098,308,533405,193668
102056,0.793793781,308,529904,192375
102058,0.442549157,308,534539,198919
137094,0.532975212,308,532700,196652
102066,0.723628641,308,535182,197871
102067,0.026182702,308,533135,193394
102068,0.416440095,308,535421,199082
102069,0.21047343,308,528389,195437
102070,0.442046829,308,535362,196491
130958,0.812856471,308,534522,197759
102071,0.96380035,309,533973,190605
102072,0.208521663,309,532464,191409
102073,0.5445901,309,532059,188774
131584,0.550373943,309,533690,190223
102078,0.078887054,309,532117,189860
102079,0.219507365,309,532117,189860
102080,0.661990291,309,530010,191371
102081,0.392196671,309,530010,191371
102084,0.716046279,309,530186,189628
102085,0.796672067,309,530186,189628
136808,0.742431702,309,528088,190096
102087,0.372520218,309,532986,191555
138446,0.878762544,309,534536,190592
102091,0.83183281,309,533919,188987
138447,0.564565737,309,532605,189353
102092,0.162880836,309,527936,188318
138588,0.702401361,309,531474,190204
102097,0.061496798,309,527923,190269
138589,0.152116634,309,530587,190903
102098,0.156120918,309,528127,189297
139240,0.760638807,309,533870,189638
102106,0.335038374,309,530372,188815
102107,0.03826066,309,530372,188815
102110,0.051629043,309,531662,188552
102111,0.788730765,309,531649,188545
102112,0.126186602,309,532881,188049
102115,0.674946209,309,532173,189052
102120,0.882247672,309,532741,188181
102121,0.571069533,309,529869,187979
102124,0.595694629,309,533991,189460
102125,0.61403881,309,534398,191220
102127,0.144522686,309,534658,189183
102129,0.365688995,309,534027,188633
102130,0.84319214,309,530869,188546
102131,0.753975866,309,532942,190328
130358,0.892737894,309,530642,190171
131096,0.053363052,309,531286,187275
131478,0.436278846,309,531072,191060
131595,0.127541868,309,532029,190582
131731,0.272197498,309,533636,190050
131879,0.311526732,309,533204,190768
131871,0.474340604,309,528962,189695
132253,0.599424293,309,532970,188826
102132,0.889067995,309,531031,187951
133707,0.084756969,309,534039,190372
139176,0.798764507,309,534195,191095
102135,0.222967718,309,528221,187707
102136,0.255923712,309,528330,189117
139169,0.017009203,309,532749,188730
102139,0.254281677,309,530676,189139
139175,0.028586128,309,530749,190633
139177,0.68635116,309,534107,191404
102142,0.324428629,309,528328,190003
102143,0.657446772,309,533829,191113
102144,0.098281333,309,533578,188225
102145,0.154909146,309,532704,188523
102146,0.10137809,309,530647,190404
102147,0.810282758,309,532704,188523
102148,0.086351412,309,530431,188047
102149,0.172825919,309,533835,191076
102150,0.46196715,309,529363,191548
102151,0.716714429,309,530347,187996
102152,0.650069274,309,531938,189139
135534,0.495049689,309,528413,189124
133668,0.902021253,310,514569,186734
102181,0.486518547,310,512751,186853
141071,0.53986529,310,515030,190087
102185,0.477479905,310,514880,186903
102187,0.853075509,310,512522,191622
102189,0.507187546,310,515938,190307
102193,0.521919524,310,518049,189732
102194,0.025562467,310,513787,189949
102197,0.003949342,310,519231,190411
102199,0.785337001,310,513061,188104
102202,0.122941593,310,513848,187215
141054,0.438230561,310,513025,186247
102204,0.272629787,310,511772,188117
102207,0.603752405,310,513787,189949
102209,0.414382436,310,519215,190371
102211,0.172987603,310,516269,189135
102212,0.064593081,310,518049,189732
102213,0.728573464,310,512138,186828
102214,0.627169649,310,517199,191102
102216,0.352801093,310,511769,189316
102219,0.072344675,310,512872,185623
102220,0.13773025,310,514400,186000
102222,0.732891608,310,515100,188475
102224,0.263949241,310,518119,189466
131316,0.425870108,310,517594,191239
102229,0.317543272,310,518540,189173
102230,0.628333095,310,515057,187620
102231,0.935921406,310,514022,190858
102232,0.150157812,310,513011,189029
102233,0.887731456,310,516391,190312
102234,0.752875681,310,515728,186230
131229,0.522321067,310,512051,187476
134929,0.506100898,310,516480,192697
131577,0.645354329,310,511186,190637
138688,0.168735433,310,519166,190876
137204,0.909905411,310,513935,190977
137075,0.227098869,310,517685,190370
137199,0.908130097,310,518709,190352
137028,0.844457327,310,513351,189250
137198,0.827628593,310,512955,186076
137178,0.943453499,310,515553,192260
137177,0.512398281,310,515974,188106
102243,0.967544914,310,515333,190273
102260,0.364499272,310,513970,190835
140122,0.476612115,310,513081,186624
130443,0.817920842,310,515044,186580
131193,0.802552248,311,551922,188320
139406,0.940674428,311,554073,187242
102268,0.531425782,311,557570,186616
140022,0.741811439,311,549795,192411
102269,0.947535533,311,554997,189759
102270,0.731316159,311,553907,189675
102271,0.530608049,311,553907,189675
102272,0.788699853,311,552881,185723
102273,0.492623809,311,552897,186268
140818,0.32614654,311,554091,192337
102276,0.711243933,311,552372,188182
102278,0.659596988,311,555322,191230
102280,0.380094957,311,554073,187242
102281,0.906106508,311,552073,184537
102282,0.681870763,311,552073,184537
102284,0.857252193,311,552020,183864
102285,0.629757312,311,552029,184000
102289,0.659102161,311,554152,192388
102289,0.751362074,311,554152,192388
102289,0.10589994,311,554152,192388
102289,0.606839721,311,554152,192388
102291,0.316842905,311,549988,191473
102294,0.371172657,311,549433,190308
102295,0.529594435,311,549433,190308
102299,0.007456788,311,550658,189989
102300,0.070661825,311,550658,189989
141299,0.361474282,311,550966,190881
102303,0.11526724,311,552912,188781
102304,0.838192801,311,552912,188781
138944,0.268900976,311,556105,186509
138943,0.744480543,311,556105,186509
102308,0.363875062,311,552099,189498
102309,0.500195607,311,553371,187923
102312,0.333307102,311,553377,182904
102313,0.148482139,311,553323,187827
102314,0.131119227,311,553052,181755
102316,0.926501944,311,553545,185156
102317,0.141988537,311,553971,191548
102319,0.742486292,311,550692,183278
102320,0.444198409,311,555019,192476
102321,0.739484925,311,554864,189070
102322,0.348184274,311,554608,191769
102324,0.317990907,311,552430,182359
102325,0.537229253,311,552977,191609
131590,0.962281962,311,552937,184858
132766,0.758337095,311,557104,188172
131787,0.652126004,311,552089,187056
135812,0.862630042,311,550109,188376
102327,0.360089449,311,551162,193382
102328,0.103308564,311,551124,189480
102329,0.365462062,311,552326,187377
102330,0.087000911,311,552102,182754
102331,0.456515453,311,549636,190807
102332,0.64459783,311,553024,191942
102333,0.62882489,311,553024,191942
102334,0.665715676,311,555976,186572
102335,0.066833155,311,551046,189566
102336,0.423921428,311,552574,184346
135588,0.281343277,311,555207,185949
137197,0.626525586,311,556865,187459
137396,0.176822032,311,554725,189873
136576,0.969267795,311,551859,184206
137414,0.998890984,311,555559,188013
102341,0.188507266,311,553667,185762
140300,0.857004359,311,553087,181922
102343,0.517334935,311,553212,189729
102344,0.745592864,311,556274,185453
102345,0.769198834,311,551408,190187
137189,0.656119189,311,552646,186721
139307,0.191348023,311,551141,191853
137145,0.496090137,311,549396,188164
137040,0.573906063,311,554726,189394
136663,0.878785874,311,553190,186128
136600,0.654399448,311,556786,186575
137233,0.483383709,311,555627,186604
102362,0.120277815,311,556057,184996
102364,0.955428772,311,553748,190796
102364,0.498084984,311,553748,190796
102364,0.88977355,311,553748,190796
102364,0.374307828,311,553748,190796
130445,0.149880009,311,554857,186979
102365,0.93194471,312,508547,181007
102366,0.813894805,312,506465,180317
138983,0.426526192,312,510973,182641
139117,0.061207512,312,511435,182524
102368,0.781574889,312,511334,184924
102369,0.760935682,312,507406,186808
102373,0.001310542,312,507071,181457
139295,0.278137782,312,510137,188820
102375,0.4203303,312,510186,188456
102377,0.174321259,312,511664,185752
139275,0.606884919,312,506047,178913
102378,0.567412529,312,511795,186560
102379,0.783126693,312,511795,186560
102381,0.265865398,312,505112,190547
102382,0.252172031,312,505050,190544
102383,0.908614197,312,510753,189845
102384,0.295480843,312,505655,177525
102385,0.052668125,312,506988,177916
102388,0.34784897,312,510453,186919
102389,0.505271047,312,510453,186919
102391,0.303145422,312,510563,180360
102392,0.108269927,312,510563,180360
102393,0.266283976,312,511440,187433
102394,0.888742553,312,511440,187433
140671,0.450986014,312,508426,178846
102397,0.704173595,312,508478,183834
102398,0.138339358,312,506530,179594
102400,0.798101158,312,508248,187992
102401,0.267928944,312,508532,177907
102403,0.733078974,312,511190,181608
102404,0.636890587,312,511203,181551
102405,0.228500017,312,505909,184499
102407,0.514874095,312,507941,182886
102408,0.776669787,312,506026,180857
102409,0.116970896,312,509964,187686
102411,0.804436499,312,505413,183387
102413,0.169324671,312,508115,188074
102414,0.258463846,312,509709,191703
138613,0.245154889,312,509803,178578
102416,0.859198165,312,509599,185939
141055,0.999176739,312,507561,182530
138621,0.760869468,312,508440,181011
131638,0.409178923,312,506940,178704
102417,0.852710174,312,508573,187712
102418,0.370191631,312,508306,191749
139302,0.872013872,312,506021,180428
102420,0.694982345,312,509973,181078
102421,0.19423635,312,511551,186256
102422,0.210239861,312,509698,179936
102423,0.245848498,312,507524,183487
102424,0.252372797,312,505676,179425
102425,0.211452408,312,505028,183848
102426,0.660854249,312,509289,186608
139306,0.965781159,312,505578,181898
137407,0.332982345,312,510324,187865
102430,0.705001468,312,507730,183934
102431,0.384703202,312,507730,183934
102432,0.080314143,312,509872,182060
102433,0.070867303,312,509872,182060
102434,0.156110994,312,510151,191063
102435,0.346781705,312,510151,191063
139609,0.311678464,312,509118,183116
102438,0.198557148,312,505861,183737
102439,0.712624697,312,509632,182266
137633,0.249427641,312,506940,182635
136519,0.081079272,312,509962,189644
137635,0.121191199,312,506711,185521
136711,0.042656678,312,511763,185530
136768,0.445762504,312,506018,183113
137077,0.153195752,312,509083,181288
137078,0.549513669,312,508346,182206
102448,0.114868621,312,507926,185611
102451,0.187171587,312,508630,178733
137652,0.763459638,312,511943,182082
102462,0.594866919,312,506516,181711
102463,0.806270869,312,508649,191759
102464,0.699882213,312,506469,182099
102465,0.113407476,312,509342,182941
138158,0.031589967,312,506923,181405
138157,0.847517055,312,510131,188837
131201,0.394799246,313,515783,176760
102470,0.787968516,313,520690,178592
136809,0.762765822,313,510511,176224
140158,0.687643843,313,511993,172056
102471,0.772256804,313,510779,173152
102472,0.172636093,313,521106,177281
140718,0.012274134,313,509695,172161
102484,0.296359334,313,509664,172324
102485,0.608876563,313,520137,177597
102486,0.057749037,313,510709,173046
102489,0.331595267,313,512374,175491
102490,0.136998455,313,512200,175494
102491,0.143834243,313,514456,175843
102492,0.693527058,313,516139,176282
102493,0.339782117,313,518405,178577
102494,0.49347204,313,516229,176881
102495,0.137695299,313,512552,178345
102496,0.407790799,313,512552,178345
102497,0.100826323,313,509787,173406
102498,0.755318878,313,509787,173406
102499,0.125057561,313,511139,173878
102500,0.185204586,313,514791,176242
102501,0.012113476,313,512360,177029
102502,0.589490105,313,512230,177125
102503,0.89006395,313,519493,177903
102504,0.398042241,313,519493,177903
102505,0.16386921,313,512823,176312
102506,0.215950096,313,516484,175406
102508,0.320775416,313,511338,173818
102512,0.586247438,313,515922,174346
139889,0.751500644,313,512929,177231
102514,0.351890688,313,509447,172812
102515,0.00370881,313,516226,176513
102519,0.36329925,313,513110,175201
102520,0.551480082,313,511171,175731
102522,0.180665778,313,511896,177485
132263,0.507436683,313,512518,172690
132264,0.044862923,313,508889,173237
132266,0.261802094,313,518364,177913
133486,0.698467219,313,521192,178039
135831,0.048695169,313,509086,174388
102523,0.643076891,313,516442,175825
102524,0.195885945,313,517794,177567
102526,0.825051358,313,517184,178195
102527,0.73135858,313,510644,173014
102528,0.227295874,313,516294,175817
102529,0.196762721,313,521077,178004
102531,0.649769944,313,512686,175478
135261,0.726728747,313,513081,177758
135562,0.801039513,313,513018,174913
136191,0.340434735,313,513255,177466
137907,0.849493807,313,520934,177319
137009,0.284105564,313,509821,173842
137618,0.955238143,313,511218,172870
139095,0.24790916,313,517692,177626
138924,0.22243025,313,513320,177368
136341,0.388996585,313,513439,176624
102539,0.72579441,313,512912,174456
136522,0.890257072,313,510734,177722
137940,0.69573806,313,515270,177040
139989,0.712028456,313,516420,176903
137995,0.081724512,313,513010,175635
137928,0.231690104,313,516073,175779
102545,0.522933403,313,517147,178506
102554,0.10696734,313,509157,174531
102555,0.3475657,313,514912,175746
102556,0.833100399,313,511658,171082
102558,0.219845606,313,510424,177311
102560,0.37967406,314,518730,167058
102562,0.21067604,314,517598,171668
102564,0.249245102,314,521978,168166
102565,0.396309777,314,521978,168166
102567,0.43246734,314,520639,169833
102568,0.110949853,314,517790,163452
140667,0.150585207,314,520229,165821
102569,0.322862758,314,522843,166835
138689,0.578221953,314,518683,170670
102573,0.443418798,314,521023,171423
102574,0.636729721,314,518935,166180
102575,0.338234251,314,518935,166180
102576,0.118711936,314,520639,169833
102577,0.927419361,314,517909,167629
102578,0.694467557,314,519149,170071
102579,0.103176053,314,518673,168767
102582,0.06983733,314,520150,168715
102583,0.834840235,314,517260,164156
131097,0.709959216,314,518141,170709
102585,0.369145805,314,521122,168871
102586,0.459642305,314,519292,167354
102587,0.345518005,314,521278,166253
102588,0.630541563,314,517886,167577
102589,0.548867797,314,518372,168606
102590,0.675192762,314,518091,164804
102591,0.121551563,314,519245,170090
102592,0.867402649,314,518442,166790
102593,0.765803133,314,518544,163632
102594,0.100483223,314,520525,168776
102595,0.039218791,314,519560,166315
102596,0.099160855,314,518683,169104
137856,0.656439543,314,518774,170626
137848,0.187810558,314,520889,169344
137917,0.20828346,314,518286,165452
136615,0.008218423,314,518089,170985
137060,0.520091734,314,518681,165343
102604,0.884912284,314,518533,169913
136910,0.068472538,314,518627,169465
137299,0.109914982,314,520779,166528
138459,0.965900256,314,521047,167983
137859,0.832695079,314,522052,167718
137678,0.865389234,314,518430,167792
102621,0.068627866,314,518242,168766
102621,0.184882058,314,518242,168766
102621,0.869714419,314,518242,168766
102621,0.271411614,314,518242,168766
102622,0.2026587,314,517844,163495
102622,0.311852799,314,517844,163495
102622,0.407959258,314,517844,163495
102622,0.777219873,314,517844,163495
102623,0.974361028,314,518548,166707
102623,0.156409549,314,518548,166707
102623,0.508092512,314,518548,166707
102623,0.931215418,314,518548,166707
133754,0.885319896,315,525960,167107
140187,0.140203195,315,527384,168662
141143,0.400043571,315,529751,168655
102626,0.904741659,315,527647,169328
102628,0.000870601,315,524583,170095
102629,0.25198307,315,526333,170941
102631,0.190788611,315,528624,169820
102632,0.484166072,315,524097,167361
102633,0.844842044,315,523143,169842
102634,0.109124147,315,524278,168952
102635,0.914681798,315,528358,170616
102636,0.256004973,315,528779,169447
102638,0.194487942,315,525912,169823
102639,0.321984122,315,525188,169312
102640,0.760411886,315,525115,167495
102642,0.569600117,315,525429,170149
102643,0.841625027,315,526653,169193
102644,0.924170675,315,525305,168616
102645,0.087720063,315,527938,169123
102646,0.611607734,315,529391,168221
102647,0.319942467,315,526898,170310
102648,0.586403666,315,525490,172549
102649,0.014186568,315,525610,167776
102652,0.063541698,315,522774,168885
102653,0.417023155,315,527753,168045
102654,0.081365408,315,528303,169740
102655,0.94298073,315,524580,168083
102656,0.638148543,315,527324,169465
102660,0.340282789,315,529841,169520
102661,0.446268679,315,529940,168652
102662,0.46353142,315,524394,169733
132169,0.713325003,315,526267,166961
132167,0.083358933,315,523946,166995
102663,0.548871805,315,526440,170412
102664,0.56814752,315,522222,169895
102665,0.866392833,315,525562,170820
102666,0.43701455,315,524756,171337
102667,0.46393249,315,527570,168344
102668,0.643157063,315,522517,168302
102669,0.958138645,315,526614,167197
102670,0.131413147,315,525218,170279
102671,0.197139477,315,523499,167656
102672,0.755431568,315,525696,171091
133774,0.290557917,315,528132,168862
102681,0.379701892,315,523764,170414
102683,0.032200764,315,523684,169946
102697,0.503799117,315,527196,168543
102698,0.631185965,315,525601,167925
102699,0.937172957,315,527454,168561
102700,0.547616382,316,540813,181540
102701,0.337285652,316,540592,185236
102702,0.448833389,316,539454,183758
102703,0.359703384,316,538708,185220
102704,0.509980074,316,541432,184051
102705,0.325298547,316,542932,185904
102706,0.395262317,316,543287,183080
102708,0.892661559,316,541046,182696
134919,0.954406693,316,543405,180053
102709,0.28775818,316,542856,183973
102710,0.970839597,316,542245,185458
102711,0.940404522,316,542007,182609
102712,0.982527377,316,538398,183866
102715,0.749509959,316,540218,183137
102716,0.017605623,316,543043,185546
102717,0.699202526,316,542185,180187
102718,0.726453817,316,539975,185050
102719,0.466357964,316,540776,184298
102720,0.065028569,316,539271,182593
102721,0.841329936,316,540818,185642
102722,0.243392739,316,540770,185541
102723,0.129101004,316,540020,182582
102724,0.05183757,316,540086,181251
102725,0.697731169,316,540280,181665
102726,0.926515732,316,542283,183629
102726,0.489899135,316,542283,183629
102726,0.39752011,316,542283,183629
102726,0.108001628,316,542283,183629
102727,0.57420186,316,542705,184585
102728,0.310102244,316,542505,184073
102729,0.151103758,316,539324,183434
102730,0.674011054,316,539321,185350
102731,0.410711873,316,541786,184933
102732,0.053293916,316,539467,183286
102734,0.623856793,316,541501,182628
102735,0.679360982,316,540061,185325
102736,0.579016942,316,539834,184464
102739,0.420585962,316,540424,182089
102740,0.048557266,316,541930,182305
102741,0.447077495,316,540767,181590
102742,0.406011931,316,542023,185410
102744,0.794032685,316,541365,184317
102745,0.0056351,316,541666,184618
102746,0.777143305,316,539316,182153
102748,0.33439898,316,541460,184085
102749,0.050243394,316,541266,182067
102750,0.624309337,316,540922,183771
102751,0.812145418,316,543168,181099
102752,0.442420811,316,538884,185166
141296,0.926621876,316,542881,185860
102754,0.639125276,316,540476,183882
102754,0.338258958,316,540476,183882
102754,0.997645389,316,540476,183882
102754,0.537543481,316,540476,183882
102755,0.978529977,316,540863,183247
102757,0.773008977,316,541491,181453
102758,0.25109037,316,541781,181109
102759,0.999817131,316,542018,181658
102760,0.597021109,316,541805,183725
102761,0.683260576,316,542828,181864
102762,0.458377081,316,543049,182891
102733,0.213045117,316,543095,183520
102763,0.961428992,316,542530,185044
130381,0.893024259,316,541183,185020
130995,0.315599926,316,541903,183146
131890,0.204816721,316,543682,181384
131613,0.696842793,316,540674,180244
131846,0.950365806,316,540055,183597
132789,0.469320556,316,542595,185608
102764,0.376368868,316,540032,185275
102765,0.297642065,316,539554,183926
102766,0.143337915,316,539835,181317
102769,0.988220648,316,541402,183516
102771,0.56647584,316,540040,182405
102772,0.808163403,316,541025,181159
102773,0.061348465,316,542793,183259
102774,0.371533717,316,542878,185343
102770,0.306741941,316,539224,185147
131926,0.849053819,316,540527,184370
136669,0.328861251,316,541769,182383
102782,0.942813255,316,542240,184286
102786,0.554360234,316,540773,184542
102787,0.978696643,316,540513,184161
141255,0.478838461,316,538945,183986
102793,0.233526331,316,540544,183221
130452,0.01870456,316,540937,182308
136934,0.05085458,317,545304,187848
102795,0.705532674,317,545550,192178
102798,0.403183144,317,543934,186014
102800,0.114370132,317,545380,187830
102801,0.497811379,317,546200,188029
102802,0.27982322,317,544192,191047
102805,0.234803124,317,543461,190547
102806,0.450719828,317,542650,190425
102807,0.433263997,317,546708,187076
102808,0.419343681,317,544788,186235
102811,0.470551133,317,544165,190115
102812,0.136230921,317,544596,188392
102819,0.332335698,317,543775,185266
102820,0.228975557,317,545540,188715
102823,0.738247835,317,541125,186994
102830,0.283564469,317,542424,191453
102831,0.67232238,317,540456,192807
102832,0.73692006,317,540315,189359
102833,0.676859277,317,544155,189394
102834,0.453459231,317,544578,185418
102835,0.621359311,317,547031,188780
102836,0.764115523,317,547180,187680
102837,0.83968251,317,546421,192504
102838,0.01571884,317,546040,191731
102839,0.802512327,317,541049,189312
102840,0.125406379,317,546558,187778
131013,0.272551253,317,542552,187390
131305,0.947148325,317,541627,191783
131304,0.474329733,317,546124,186315
131847,0.634829631,317,544066,187093
131930,0.680025926,317,545504,186420
102841,0.434793792,317,540388,188596
102842,0.235297469,317,543825,188898
102843,0.450471276,317,540060,188136
102844,0.371199679,317,540248,192755
102845,0.851795038,317,547407,188602
140295,0.427741913,317,544933,187367
102847,0.279892494,317,544642,190403
102848,0.94114513,317,544785,186425
131682,0.770094728,317,544180,190430
133931,0.918511107,317,540973,190096
133932,0.482989143,317,540779,190138
133934,0.122911281,317,543556,188814
133935,0.700092092,317,540188,190783
133936,0.945220799,317,540381,190689
133938,0.957840876,317,543057,189755
133939,0.891873469,317,543057,189755
127046,0.247163604,317,542260,188915
102849,0.175498288,317,542915,190310
102850,0.408717449,317,543973,190161
102851,0.553196056,317,541203,188279
102852,0.967370928,317,539868,191750
102854,0.786780444,317,540912,191083
140575,0.55791409,317,542242,189440
102856,0.378647085,317,544664,187577
102857,0.87565987,317,543321,188179
102858,0.823521908,317,547083,187196
102860,0.123906095,317,540024,192805
102861,0.35405914,317,544699,190369
137418,0.945343321,317,543549,186884
137088,0.529622871,317,545277,187125
136267,0.782503979,317,546883,188007
102878,0.642514451,317,546878,189381
102879,0.421391051,317,544480,191142
102881,0.006428254,317,541831,189775
130899,0.862782801,317,546945,188442
102882,0.021067536,318,518898,175784
102883,0.018915184,318,513869,170613
102884,0.026300292,318,519250,175818
102885,0.537055082,318,521285,175422
102886,0.552384459,318,514112,171081
102887,0.552625195,318,513235,169868
102888,0.645107779,318,513018,170153
102889,0.254584845,318,517532,170164
102890,0.481045003,318,513394,173248
102891,0.273990951,318,513394,173248
102892,0.21736949,318,522410,177538
140376,0.622373501,318,513961,173953
102893,0.949191426,318,517185,171944
102895,0.13187333,318,516703,173951
102896,0.876345282,318,517944,173070
102897,0.381761011,318,519841,174974
102902,0.060306967,318,521592,175859
102903,0.099637113,318,516542,170589
102904,0.952999669,318,512947,171078
102905,0.846346247,318,515056,174072
102906,0.146310826,318,518398,174135
102907,0.939925019,318,516930,172209
102908,0.238995554,318,519243,175207
102909,0.852759822,318,520835,175871
102910,0.325367615,318,518753,174350
102911,0.021108378,318,517589,170065
102912,0.477634754,318,514038,173919
102915,0.808157172,318,516561,174436
102916,0.594760495,318,516805,170375
102917,0.749834229,318,515540,171316
102918,0.872282209,318,513638,173464
102919,0.324391798,318,521943,176497
102920,0.39294106,318,515342,172754
139121,0.731504834,318,515853,173404
138825,0.406957101,318,517406,172452
138651,0.288953477,318,516818,173617
138461,0.854527026,318,514710,172450
102929,0.766537599,318,519020,174697
102952,0.22794383,318,513794,170755
102954,0.944321006,318,517794,173014
102955,0.453284468,319,528036,166609
102956,0.135999915,319,525346,164285
102957,0.80337941,319,525311,164378
135010,0.0861333,319,527838,162674
102958,0.169377649,319,529709,163766
102959,0.798389261,319,527177,163046
134165,0.346632361,319,526771,166599
134165,0.648484058,319,526761,166569
134165,0.582862443,319,526771,166599
134165,0.40811315,319,526761,166569
102960,0.920288615,319,525167,162352
139965,0.675565281,319,527733,164972
102963,0.033021556,319,522692,165586
102964,0.349658757,319,524043,164365
102964,0.532969339,319,524043,164365
102964,0.064219294,319,524043,164365
102964,0.061001739,319,524043,164365
136535,0.450701509,319,524416,165161
140260,0.148266037,319,524385,165473
102967,0.481924064,319,525466,166535
102969,0.500735275,319,528356,165994
102971,0.34752742,319,530312,164261
102974,0.109727541,319,530018,165401
102975,0.567166185,319,526158,163242
102976,0.077842059,319,526232,164329
102977,0.991378723,319,524295,166033
102980,0.828494155,319,527847,165009
102980,0.859746013,319,527847,165009
102980,0.589061282,319,527847,165009
102980,0.762801409,319,527847,165009
102981,0.387714415,319,525346,164285
102982,0.517262823,319,523168,166077
102983,0.016596716,319,529235,164934
102984,0.657414649,319,525681,164483
102985,0.024863381,319,522823,164316
102986,0.860831047,319,529920,163508
136796,0.950759592,319,525125,165290
102988,0.297567906,319,530311,163120
102989,0.409733442,319,527257,165440
131103,0.473193599,319,528211,166309
130934,0.816433157,319,527341,165792
102990,0.390947915,319,525958,165272
102991,0.291165611,319,529111,164812
102992,0.039972555,319,524094,163448
102993,0.635233833,319,523838,165769
102994,0.438675306,319,527711,164439
102995,0.784667681,319,527676,164638
102996,0.160734119,319,530448,163557
102997,0.064125775,319,530448,163557
136799,0.601138354,319,527120,165871
136797,0.70770267,319,527532,164987
136800,0.793593544,319,526548,165719
136914,0.133111772,319,525279,166203
136756,0.325684981,319,525710,163007
103004,0.603965922,319,528271,164496
103005,0.620088847,319,527976,163354
103006,0.723877112,319,527976,163354
136621,0.790375761,319,530432,163861
136795,0.563861691,319,523770,163313
103009,0.085200605,319,530067,162365
136785,0.699176833,319,524151,164535
136787,0.866399478,319,526120,164447
136789,0.309129688,319,529016,162617
103013,0.906879023,319,527515,164392
