urn,apples,la_number,easting,northing
103470,0.417623266,330,412418,287602
140528,0.937124023,330,412209,297240
140525,0.77939707,330,414129,295388
140529,0.010120574,330,410930,294694
103476,0.617096104,330,405989,290247
103477,0.660795907,330,406819,290178
103478,0.3135797,330,407302,283628
103479,0.931139709,330,398944,278511
134066,0.508302554,330,414053,287792
134083,0.767923347,330,409649,282899
133996,0.79740082,330,412918,285279
134476,0.717129684,330,402900,284037
139520,0.296400873,330,410721,299761
134673,0.344044448,330,412585,289348
134774,0.531408109,330,409326,295272
140889,0.316493122,330,401976,277385
131920,0.239460112,330,410110,299761
136440,0.745747397,330,408232,285754
138200,0.091067843,330,406394,287322
137346,0.421156031,330,401291,283087
140014,0.312403598,330,409552,284351
103483,0.121207057,330,412466,289425
139157,0.626842736,330,402471,286012
136592,0.567234416,330,402553,285715
103486,0.733875646,330,408230,280611
139888,0.529431822,330,412368,288078
136589,0.518003099,330,400161,282167
103493,0.921346924,330,410002,287014
103494,0.079847398,330,403975,281106
103497,0.83063444,330,407344,282575
103498,0.551935554,330,405625,282072
103499,0.273923903,330,402252,278169
103503,0.240806759,330,412281,289312
138937,0.258645774,330,404914,290687
136882,0.825068016,330,407556,288677
103514,0.629369337,330,408461,281334
139746,0.420626725,330,404025,292495
137034,0.670605816,330,403720,289706
136778,0.025837549,330,411636,295173
103522,0.902411199,330,413956,295870
103526,0.750690498,330,411076,290747
103529,0.968209701,330,398891,278517
133306,0.975983988,330,410059,287022
103531,0.894232476,330,404121,286405
103533,0.339033752,330,403681,279116
103534,0.179111448,330,403387,290909
137988,0.085764491,330,412162,296814
140524,0.139769815,330,412891,294399
103537,0.815056556,330,411587,292509
103538,0.063845403,330,409332,285504
103539,0.463415744,330,407603,294570
103541,0.420053986,330,412217,282957
137155,0.996180004,330,413894,293891
103543,0.47737852,330,414279,293095
103544,0.23429961,330,414279,293095
103545,0.155141232,330,408422,289608
103546,0.254938577,330,403823,280626
139738,0.466040526,330,407489,278604
103548,0.37496739,330,409802,285935
103549,0.416120356,330,404621,289652
103550,0.057797183,330,406673,294247
137047,0.012345738,330,405302,289411
137046,0.397256335,330,400144,281569
137044,0.854168269,330,406741,281461
137045,0.554907847,330,406741,281461
137043,0.252320368,330,407860,289535
137858,0.20562772,330,410368,281671
136908,0.512100564,330,413812,295975
136406,0.405361731,330,411478,282393
103560,0.017101769,330,407588,281677
136590,0.032800427,330,404533,280326
103562,0.057463679,330,404071,279908
103563,0.05463751,330,399872,277588
131465,0.710115788,330,410449,283408
103600,0.619278558,330,403903,289895
103601,0.569488848,330,402107,280247
103603,0.12252656,330,402056,280131
141252,0.808110254,330,408048,285491
103605,0.070328872,330,407329,282452
103606,0.657678905,330,402412,284436
103609,0.960868884,330,398835,272568
103611,0.60080135,330,412367,289329
138281,0.880565558,330,409042,292727
103613,0.944078461,330,404294,281904
103614,0.360061672,330,406348,293643
103615,0.738199312,330,408047,281070
103616,0.064286367,330,410933,291007
103617,0.300056072,330,409453,267757
103618,0.841257791,330,414060,284609
103623,0.923757308,330,420203,276193
103625,0.002910003,330,407365,282546
103626,0.966723082,330,404010,282549
103627,0.541365838,330,413112,288361
103628,0.721620436,330,407410,294371
103632,0.724081058,330,406514,279168
130468,0.99410342,330,407849,284915
130469,0.178977712,330,404825,278345
103633,0.016991749,331,434119,279729
103636,0.777412403,331,432436,282413
137283,0.224703509,331,431741,280555
139383,0.336536934,331,435475,282476
139384,0.812683796,331,436152,276391
139680,0.535371768,331,437511,277491
103639,0.730211286,331,431271,281336
139681,0.372232394,331,432450,281213
103641,0.738687972,331,432057,278170
140389,0.0585328,331,432671,280305
103643,0.054998426,331,434819,278644
103644,0.166751425,331,431931,278575
103646,0.134547831,331,431726,282297
103647,0.074858084,331,434996,282098
103652,0.956583903,331,430669,279581
103653,0.96982571,331,434864,280895
103655,0.786819892,331,435138,276660
103656,0.892953646,331,429744,279803
103658,0.344792246,331,437321,278037
103659,0.56666173,331,437456,282604
103662,0.589167078,331,429444,281154
103663,0.227439543,331,435730,283761
103664,0.394177329,331,432834,276256
103665,0.428688357,331,427527,280087
103666,0.561522556,331,429027,279914
103667,0.698539739,331,430930,276214
103668,0.750851807,331,438040,279072
103670,0.875301831,331,438201,280187
103671,0.824865921,331,437003,277493
103673,0.857678372,331,433492,281343
103674,0.998363888,331,430422,279253
103675,0.586325532,331,432790,275268
103675,0.415556234,331,432790,275268
103675,0.82038062,331,432790,275268
103675,0.218808588,331,432790,275268
103676,0.986809767,331,434239,282415
103679,0.930710307,331,435473,279617
103680,0.765060967,331,431384,280344
103682,0.763568333,331,436534,279524
103688,0.186160421,331,432916,283119
103690,0.464338694,331,433947,280169
103691,0.672670298,331,433515,277114
103692,0.905036026,331,429161,278143
103695,0.974727946,331,434870,280053
103672,0.863832447,331,434316,280820
103648,0.495850887,331,435139,283094
103698,0.128683453,331,433595,283599
103684,0.640552464,331,435261,280570
131442,0.257766369,331,434459,279232
131239,0.752403002,331,428997,279421
131241,0.817314059,331,432511,279082
133475,0.913658756,331,428781,279219
103700,0.421142265,331,438071,280895
103702,0.116754051,331,434295,278246
103703,0.634168862,331,427196,280316
133556,0.649605103,331,434317,279667
141298,0.121051606,331,430195,279572
103705,0.111374662,331,427969,277974
103709,0.69403162,331,435450,279155
103710,0.131904366,331,434450,281358
103711,0.323351118,331,432788,279290
103712,0.519411649,331,428370,278364
103713,0.834733398,331,436588,280517
103714,0.442496498,331,436773,282267
103715,0.838837018,331,429580,279158
103716,0.426053277,331,434976,282045
103717,0.255997999,331,437694,281188
103719,0.152920494,331,436055,276830
103720,0.842928675,331,432465,281415
103721,0.547209132,331,437309,279082
103724,0.149703799,331,431543,278743
103725,0.209858944,331,436733,277319
103726,0.157464456,331,432595,283146
103727,0.095248204,331,433011,279801
103728,0.295295664,331,435785,279661
138023,0.454303097,331,431134,281405
137165,0.970717378,331,427909,279575
103732,0.387612909,331,435493,284056
103733,0.290292613,331,436159,280776
103733,0.822357408,331,436159,280776
103733,0.192285857,331,436159,280776
103733,0.249178109,331,436159,280776
137209,0.791990421,331,428018,278546
136963,0.504698003,331,432254,276124
137225,0.089828688,331,429340,277010
136840,0.36409146,331,435054,276581
103742,0.229223277,331,431679,275870
103743,0.544973415,331,431593,282807
137272,0.344046606,331,434672,278078
139911,0.614373184,331,430877,280842
103760,0.493991566,331,430838,280381
103763,0.102701178,331,430832,280466
103765,0.688312783,331,435720,276003
131574,0.4866526,331,431187,274422
134533,0.899153568,331,429873,285065
103766,0.005885855,332,394593,288325
134768,0.603574818,332,392935,292259
103771,0.650506401,332,393920,289674
139437,0.146523349,332,393368,293009
103772,0.465072973,332,394988,288893
103773,0.6208682,332,394305,286669
103774,0.212571755,332,395228,289858
103776,0.600971198,332,391981,286721
103777,0.900720118,332,391305,287303
103778,0.513062241,332,389758,286077
103779,0.187175278,332,388006,290312
103780,0.848820304,332,392456,286196
103781,0.390010498,332,388306,289236
103783,0.232853927,332,395107,293925
103784,0.585496869,332,391432,291101
103786,0.901751355,332,388912,287306
103787,0.327831014,332,392309,285496
103788,0.149549843,332,394447,292432
103790,0.214814789,332,390216,288276
103791,0.43501899,332,391117,285043
103792,0.532034147,332,389248,289506
103794,0.981631408,332,396998,283646
103794,0.03785243,332,396998,283646
103794,0.161645736,332,396998,283646
103794,0.115394025,332,396998,283646
103796,0.778685941,332,397804,285278
103797,0.228908835,332,398526,283821
103799,0.739124848,332,389925,283980
103800,0.864777953,332,392813,283963
103801,0.308595253,332,394026,283819
103802,0.650970019,332,395427,283547
103803,0.777296753,332,391478,284234
103804,0.928380238,332,394895,282485
103805,0.914633209,332,388395,284275
103806,0.965054425,332,389869,285507
103807,0.412226953,332,398316,285514
103808,0.994839022,332,391331,282859
103809,0.142624098,332,391822,286225
103810,0.82149649,332,391559,293279
103813,0.806990197,332,392168,290009
103814,0.225095628,332,399014,284261
103815,0.01228774,332,396327,284368
103816,0.749728414,332,397339,283291
103817,0.009465403,332,392763,288711
103818,0.775860207,332,388788,286041
103819,0.672090658,332,389664,287991
103821,0.982537031,332,391944,291479
103822,0.5576618,332,389048,283531
103824,0.778983238,332,394880,286853
103825,0.037502416,332,393413,294018
103826,0.972508531,332,391955,293819
103827,0.864637358,332,390588,292142
103828,0.233251697,332,388378,287048
103831,0.454925186,332,393934,291270
103832,0.889556021,332,388429,287816
103833,0.277595036,332,392167,282796
103834,0.627012656,332,392448,290846
103835,0.099482427,332,388130,289663
103836,0.189367839,332,391215,289250
103837,0.425347038,332,388740,289273
103838,0.393078939,332,394771,294288
103839,0.907136949,332,390356,283162
103841,0.184439431,332,393763,287962
140147,0.496041976,332,395203,290356
141489,0.038520976,332,392251,286531
140144,0.77369992,332,391903,293236
103845,0.373030448,332,393661,290373
103846,0.463761937,332,394177,285024
103847,0.412391935,332,396528,283629
103848,0.31050271,332,391026,282178
141477,0.237316603,332,389986,282930
103850,0.368166679,332,396108,283535
103851,0.300554482,332,388681,285371
103852,0.788982116,332,395297,290380
103853,0.104775392,332,392152,285550
103855,0.236599419,332,392052,293709
103857,0.345266555,332,394014,294192
103858,0.081220841,332,389925,286977
103859,0.835573633,332,391502,283575
137812,0.84609948,332,396659,283873
103861,0.590463761,332,398245,284640
103863,0.634553961,332,394129,288352
139872,0.218281959,332,390627,284043
103866,0.040288277,332,388287,284455
103867,0.827040765,332,393982,290552
103869,0.551397155,332,391079,294183
103870,0.758830134,332,390294,283653
103871,0.890947351,332,391316,292073
137773,0.009593981,332,388788,289115
137705,0.543181056,332,392651,292845
136618,0.905962965,332,396012,283744
137390,0.050176176,332,392995,289637
103877,0.885584136,332,392975,289686
103878,0.337568025,332,389731,288070
103879,0.931166466,332,392598,293138
103881,0.300189419,332,398172,285494
103883,0.265801023,332,389490,287208
130478,0.529883493,332,390066,284534
135253,0.311240107,333,397988,287738
139565,0.689754004,333,400428,289290
103895,0.582146431,333,403905,293176
103896,0.167952698,333,403823,293151
103905,0.916807137,333,400413,291874
103906,0.66421381,333,399173,296045
137972,0.280235431,333,399619,295045
103908,0.18235173,333,399884,293863
103909,0.427436369,333,398460,295976
103910,0.115780608,333,400251,295617
103913,0.050562507,333,399018,295795
103914,0.540085725,333,396290,290608
140136,0.659186575,333,396772,293580
103919,0.009016161,333,397360,293979
140140,0.116690939,333,397360,293979
140792,0.421414031,333,395518,291990
103922,0.607339663,333,405238,294612
103924,0.7808206,333,398006,291427
103925,0.364879188,333,396324,293938
140793,0.228680894,333,396184,294299
103927,0.410842409,333,398021,295216
103929,0.975057256,333,401431,286492
103930,0.911163303,333,401438,286647
103932,0.209394463,333,401147,287071
103933,0.604380455,333,402087,286666
103934,0.63599659,333,400173,286404
103936,0.921219925,333,396163,287307
103937,0.70090264,333,403124,287680
139742,0.641602624,333,394957,286271
141292,0.374631421,333,401361,288337
141293,0.257279006,333,401361,288337
103945,0.814648271,333,397178,289280
103946,0.244842505,333,397037,285987
103947,0.502255048,333,400873,285594
103948,0.556766113,333,400147,287280
103949,0.986157315,333,400147,287280
103950,0.150373488,333,396857,289361
103952,0.110789824,333,395543,286193
103953,0.848476234,333,399267,285274
103954,0.677028683,333,395371,286443
103955,0.506322441,333,397405,287935
103957,0.066994465,333,396015,286110
103960,0.832465112,333,396125,290006
139768,0.102173077,333,395166,285285
103968,0.430831311,333,400126,290439
103969,0.064401471,333,399850,291081
103970,0.373309665,333,396750,293116
103972,0.827097137,333,403720,294257
103974,0.76463805,333,403068,295834
103976,0.187128515,333,399801,286026
103978,0.351825974,333,399053,288204
103979,0.784015938,333,399179,291808
103980,0.779933263,333,398237,289475
103982,0.883452038,333,404495,293497
103983,0.434898568,333,398785,287049
103984,0.339388773,333,400096,288630
131184,0.303826797,333,401687,287449
131178,0.754037156,333,399403,291097
131223,0.835370405,333,401040,291237
131735,0.082096961,333,400212,294950
131943,0.865157701,333,399716,293117
103986,0.126895713,333,400918,290315
103987,0.021520145,333,396676,292278
103988,0.94565226,333,395622,292662
103989,0.908542269,333,400901,292805
131673,0.960266844,333,397915,288221
133261,0.645343579,333,396911,290614
103990,0.564984482,333,400503,292612
103991,0.259189025,333,399909,293344
103993,0.624577989,333,398816,295555
103995,0.722042937,333,404445,295557
103996,0.654917504,333,404463,294334
103997,0.647478268,333,399165,289647
103998,0.120185758,333,399284,289608
103999,0.739888173,333,400329,285940
104000,0.474496849,333,403010,288125
104001,0.403002834,333,402927,288566
104002,0.26377294,333,401707,286518
135029,0.561041893,333,396133,291889
135215,0.891579758,333,401394,293785
137673,0.722587358,333,395814,286492
104012,0.17828844,333,399328,285485
104020,0.328274613,333,399682,296274
132231,0.528238239,333,398076,290397
104038,0.43293179,334,415177,280950
133531,0.915578529,334,414059,282630
134534,0.749300024,334,416946,290005
104039,0.349651589,334,412571,279235
104040,0.723286914,334,411219,278681
139007,0.588260491,334,411806,278924
104041,0.840250758,334,416323,281272
104042,0.926144434,334,413387,278152
104043,0.006875466,334,414087,283355
104045,0.871903069,334,417068,275540
104046,0.881837783,334,411379,279453
104048,0.574164872,334,412972,282108
104049,0.983077584,334,413363,279615
104050,0.072136173,334,412433,278397
104053,0.054566057,334,411819,277923
104054,0.103330491,334,413640,278081
104055,0.030427541,334,415954,281405
104056,0.989933091,334,413539,280830
104058,0.566305794,334,416203,280516
138536,0.537043604,334,423845,276383
104060,0.861389737,334,417064,285437
138462,0.317506578,334,415083,272714
104065,0.445092599,334,410227,275859
104066,0.222165692,334,416082,289443
104067,0.63997245,334,416242,289885
104071,0.698124877,334,418744,286943
140733,0.65305523,334,416968,285338
104075,0.526242692,334,409685,278620
104076,0.897433243,334,413856,283091
104077,0.939539251,334,416579,288242
104078,0.836223562,334,414707,282051
104079,0.518846984,334,414939,280647
104080,0.292005237,334,412728,280758
104084,0.789188198,334,414681,276932
133720,0.870169526,334,411042,276741
104087,0.089044761,334,424270,282479
140462,0.976506563,334,416550,276437
139457,0.924006325,334,418318,276910
104089,0.550800297,334,413617,282829
104090,0.130181179,334,415422,279252
104092,0.006227986,334,415345,278687
104093,0.457643114,334,424461,279128
104094,0.787275889,334,420473,280888
136320,0.806956544,334,412282,274841
104097,0.017740727,334,414710,289663
104099,0.913308642,334,414453,282829
104100,0.568493311,334,414409,278625
104101,0.264458773,334,417138,275732
104102,0.422276012,334,412958,281395
104103,0.862528077,334,417138,288125
104107,0.937740566,334,417526,289119
137007,0.73499022,334,412843,281143
136310,0.36731308,334,414178,278524
136994,0.857516666,334,413886,278705
136333,0.722247138,334,417909,276383
137231,0.695324991,334,411610,277942
137008,0.818518764,334,415119,280893
136909,0.283817896,334,424082,276514
104119,0.512393909,334,414461,278624
104130,0.207811508,334,411303,278617
104131,0.141653733,334,412666,281146
130482,0.349484873,334,415564,278675
104134,0.680215996,335,399618,302074
104135,0.630104443,335,401424,296562
104136,0.090906791,335,397401,296100
104137,0.934219994,335,400747,301867
104138,0.960536083,335,400180,302866
104139,0.403938569,335,397618,300395
104140,0.647200423,335,399540,298595
104141,0.82671639,335,404862,305418
131619,0.292013791,335,397210,298381
134523,0.953905602,335,402472,301941
104142,0.189820392,335,399551,298662
104143,0.981545739,335,399551,298662
104144,0.75476846,335,400252,301739
104145,0.209058568,335,400505,301570
104146,0.307556406,335,398824,301905
138420,0.907386223,335,400790,299467
104147,0.148285304,335,401650,299290
138591,0.080454131,335,401166,301448
138452,0.848470915,335,399908,299035
139123,0.93821847,335,401040,299956
104150,0.246009929,335,402146,296125
139435,0.242688109,335,400654,298951
104153,0.115649718,335,399547,302064
140196,0.731367611,335,401135,302340
104157,0.852631076,335,400277,301401
104160,0.183102215,335,400882,297232
104161,0.143992803,335,400984,297331
104162,0.553292604,335,401941,297030
104163,0.088202435,335,401508,297142
104168,0.180631337,335,398437,302969
104169,0.278350866,335,400210,303451
104170,0.33490158,335,402146,296125
104174,0.65594144,335,398146,299180
104175,0.697240627,335,398787,298904
104176,0.314447382,335,397279,296363
139305,0.875877972,335,397264,297146
104178,0.206607978,335,398477,297131
104179,0.411343632,335,398242,296402
104187,0.403648065,335,397304,301272
104188,0.730092593,335,397634,300033
104189,0.231298346,335,398126,298449
138343,0.730746165,335,397917,300937
104191,0.884383926,335,396681,300738
104196,0.144540739,335,402629,301580
104198,0.838374062,335,405681,299704
104201,0.996947452,335,405072,303806
104202,0.36341944,335,404244,306487
104204,0.989949163,335,405560,303224
136619,0.536587818,335,402430,304106
104206,0.078294322,335,403157,306548
104207,0.573244147,335,403532,301152
104211,0.582700694,335,407249,298122
104212,0.94017631,335,407657,296719
104214,0.58397048,335,401919,303583
104215,0.512570222,335,398444,299868
104216,0.25072598,335,403043,301825
104217,0.111390868,335,406863,296148
138540,0.575395913,335,398750,302565
131433,0.256146468,335,405635,301606
131511,0.932440082,335,400173,297223
131580,0.813032718,335,397581,301913
131581,0.259989991,335,404872,305575
132073,0.586087356,335,406121,300689
132076,0.132565469,335,402177,298502
104220,0.683637597,335,400614,301127
104222,0.067856214,335,400823,303277
104223,0.560739895,335,404122,304619
104224,0.491155039,335,397380,296760
104225,0.247359445,335,397736,300052
104226,0.12236702,335,396715,298484
104227,0.196739591,335,401956,302924
104228,0.675546824,335,404937,303257
104230,0.314463141,335,401871,298156
104231,0.828192674,335,401744,298019
104232,0.689170195,335,402076,297597
104233,0.826844289,335,401024,299104
104234,0.43835243,335,399967,302536
104235,0.602038874,335,397519,297228
104236,0.270186223,335,401614,300702
104239,0.57240456,335,403335,302217
104240,0.37208165,335,405895,300129
104241,0.542598524,335,407480,297953
104242,0.013822068,335,404810,305978
135081,0.76390237,335,397069,298983
139610,0.821003379,335,401685,301043
137274,0.559530571,335,399010,301294
137706,0.815304759,335,398288,300042
138374,0.050961761,335,399434,298258
138606,0.019767928,335,401737,298146
139789,0.55225056,335,401316,298297
137830,0.526741365,335,401369,296343
104248,0.32052919,335,404750,306337
104251,0.963155546,335,396542,300421
104251,0.368846392,335,396542,300421
104251,0.293278795,335,396542,300421
104251,0.887467524,335,396542,300421
104255,0.40005982,335,406087,300120
136303,0.743188474,335,403353,296999
137797,0.446382726,335,403426,296996
104210,0.503623341,335,408191,298125
104219,0.759063446,335,406407,295771
137707,0.794671151,335,408080,296870
136620,0.970188345,335,405431,304138
136777,0.864212424,335,401731,299105
136773,0.194580026,335,402345,297771
137974,0.053912817,335,405147,300003
136885,0.165548478,335,405828,296082
104269,0.560770947,335,399955,301053
104274,0.692687187,335,398439,300206
104275,0.43935333,335,405344,303327
135460,0.351194998,335,399990,301177
104278,0.067229155,336,392327,301542
104279,0.664312379,336,396042,301780
104280,0.298010972,336,392918,298453
104281,0.740480291,336,391772,296924
104283,0.636314402,336,392857,296486
104285,0.078890376,336,392356,302495
132018,0.759550164,336,394445,296345
104286,0.918054536,336,389741,300349
139199,0.838953445,336,392161,299581
139274,0.42152735,336,390653,298218
139800,0.224538992,336,391962,297624
104294,0.577026848,336,393027,301547
104295,0.104275958,336,391421,301088
104297,0.890743833,336,392174,301575
104298,0.59407727,336,392173,301728
104299,0.354196179,336,389954,296679
104300,0.514963096,336,389954,296679
104302,0.393351768,336,391081,297629
104303,0.186949689,336,388645,296153
104307,0.875282933,336,388645,296153
104308,0.129877474,336,393737,297975
104309,0.964430693,336,388824,301822
104310,0.461680552,336,389602,301071
104311,0.580833864,336,387704,297929
104312,0.408106347,336,388497,298205
104313,0.6858888,336,395637,296890
104315,0.887456902,336,395648,295903
104318,0.705448348,336,394869,297162
104319,0.425694958,336,393594,301237
104320,0.229460999,336,394090,301629
104323,0.684871019,336,394988,298122
104326,0.252600962,336,392914,295231
104327,0.589238658,336,393057,295517
104328,0.523015975,336,393496,294568
104328,0.942854379,336,393496,294568
104328,0.88464904,336,393496,294568
104328,0.346601391,336,393496,294568
104329,0.895888242,336,392523,296398
104330,0.671423131,336,392333,295798
104331,0.071341666,336,391703,296143
104332,0.295123095,336,388774,297926
104334,0.11422872,336,390196,298107
104335,0.739034029,336,391028,299860
104342,0.640872764,336,392877,298562
104344,0.350785707,336,389060,296780
104345,0.595708914,336,394023,300752
139870,0.143378195,336,395857,300666
104350,0.856411482,336,389543,302306
104351,0.334155706,336,391462,302826
104352,0.661735056,336,392083,297517
104354,0.735779592,336,387442,299943
131153,0.703441607,336,390812,299308
132197,0.705986505,336,390360,297697
132806,0.661502155,336,389908,299825
104359,0.822809834,336,389477,295146
104359,0.795675584,336,389477,295146
104359,0.454072275,336,389477,295146
104359,0.195893212,336,389477,295146
104361,0.729177136,336,392622,299557
104362,0.919802635,336,387659,299153
104363,0.285899717,336,394735,300996
104364,0.071624833,336,396496,301975
104366,0.128320728,336,388072,299604
104369,0.940137925,336,396161,294867
130305,0.72452979,336,393919,296674
131439,0.323981152,336,393027,299890
104373,0.185741399,336,393103,298217
104374,0.138083958,336,391547,303140
104375,0.436184336,336,393087,301090
139892,0.89334866,336,388693,297202
104378,0.335441264,336,395347,296578
104379,0.395972025,336,396156,301868
139893,0.883233258,336,392165,296284
104381,0.422146686,336,394331,300251
104382,0.002619832,336,390309,302621
139894,0.190792835,336,389649,300201
104384,0.830894298,336,389208,300116
134720,0.639227041,336,392237,302578
104416,0.011328454,336,390902,299185
104419,0.240460359,340,344802,390303
141205,0.57259766,340,344271,392636
104420,0.450620373,340,342475,391320
104423,0.28689124,340,343368,395035
104425,0.279251491,340,347464,392718
104426,0.367799152,340,347100,391100
104427,0.23487062,340,341621,390642
104431,0.480519338,340,339944,398832
104432,0.811094412,340,340688,399108
104433,0.88475042,340,347351,391311
104439,0.720054823,340,345473,391178
104441,0.476485299,340,344761,385767
104444,0.424834006,340,341251,400150
104445,0.050874975,340,343798,390294
104446,0.839742663,340,347304,392996
104447,0.698733269,340,341815,400073
104448,0.502251893,340,341127,398984
104449,0.528019922,340,349331,388505
104450,0.277766714,340,345205,386069
104451,0.068544277,340,343954,391041
104452,0.655629149,340,345159,390622
104453,0.560207853,340,346849,391859
104454,0.904426147,340,349614,388486
104459,0.885488993,340,346854,393142
104461,0.702701423,340,341749,398170
104463,0.739075355,340,344656,391587
104466,0.870819494,340,342152,399262
104467,0.426419816,340,342223,393980
104468,0.141077467,340,343763,386141
104469,0.938552622,340,345143,385534
104470,0.31486812,340,343822,385205
104472,0.18456995,340,344905,391451
104474,0.363398767,340,342398,393363
104475,0.411181668,340,347382,390689
104476,0.029643519,340,343613,395517
104479,0.420161272,340,341709,400499
104480,0.442751756,340,344281,392371
104481,0.989316234,340,341773,391185
104482,0.341871876,340,341686,391211
131332,0.233756748,340,343401,391573
131836,0.975857303,340,341076,398054
104498,0.976854678,340,344504,391837
104504,0.550169397,341,340115,391401
104505,0.159989709,341,335892,391652
104506,0.958360402,341,339027,394628
104507,0.975446744,341,335991,389590
135656,0.320061291,341,343592,389200
134245,0.675124253,341,337392,392383
134250,0.702678667,341,336712,392750
136810,0.896248581,341,339699,388959
104516,0.723094806,341,340902,383781
104519,0.405902261,341,342983,388234
104521,0.516561151,341,340751,392478
140975,0.472278774,341,336691,392896
104522,0.202080828,341,339817,386398
104543,0.304842501,341,339824,385169
104544,0.344281275,341,339877,385436
104549,0.062857926,341,343257,384890
104550,0.860629358,341,340827,391525
104554,0.880762896,341,338426,392297
104555,0.079986069,341,338426,392297
104557,0.735827199,341,336149,387290
104564,0.543946145,341,336110,395328
104569,0.743069095,341,335338,390176
104580,0.999565596,341,338374,386537
104589,0.66720907,341,335766,388880
104592,0.237212791,341,340493,392743
104593,0.862649412,341,339817,386398
136062,0.143356894,341,335591,388209
104596,0.275053018,341,338387,386245
104600,0.706651405,341,344125,388112
104610,0.543098506,341,336080,394055
104611,0.87126104,341,339686,390908
130395,0.988283622,341,337967,389318
131314,0.626109021,341,336771,391359
131597,0.645995036,341,336853,389619
131800,0.857415452,341,336526,389089
131818,0.319987928,341,338793,397185
132176,0.582190239,341,334867,393713
132793,0.627977401,341,338032,393735
133332,0.117111895,341,338565,388467
133330,0.20602575,341,336970,387034
133337,0.140271834,341,342762,388491
133331,0.813884002,341,339340,394238
133334,0.907127232,341,336647,396972
104613,0.94674901,341,335707,387678
104615,0.760993972,341,336174,388314
104616,0.146060633,341,339018,389415
133333,0.688825956,341,337944,394858
133615,0.33959943,341,343824,383602
133702,0.431791039,341,338088,390848
104620,0.010246223,341,340745,384770
104621,0.836569427,341,342149,386918
104622,0.486048234,341,339038,391353
104624,0.403075309,341,339643,393378
104625,0.217982258,341,340833,388418
104629,0.139001915,341,340181,389588
104632,0.229821587,341,340320,396120
104633,0.914635196,341,334665,391075
104634,0.23700889,341,338422,397132
104635,0.491321784,341,340758,384016
104636,0.972559173,341,342861,386628
104638,0.0008361,341,335415,392583
104640,0.713495961,341,336152,387502
104641,0.789585952,341,336277,390631
104642,0.195323769,341,340292,388351
104643,0.937728972,341,339484,385483
104645,0.361359998,341,338347,392219
104646,0.833233736,341,337085,386970
104648,0.148288074,341,338052,389014
104649,0.048766229,341,338616,391188
104650,0.078808502,341,335432,394403
104651,0.518806521,341,335507,394529
104652,0.036464395,341,337589,389495
104656,0.230154599,341,336866,391628
104657,0.409455468,341,335605,390168
104660,0.390095526,341,335522,388819
104661,0.016079359,341,340190,392973
104664,0.774771706,341,337719,390788
104667,0.723146899,341,334790,389671
104670,0.054634583,341,339093,389618
104672,0.676463945,341,345409,382981
104673,0.897069736,341,340190,392973
104676,0.645261974,341,338988,387661
104677,0.760125555,341,338347,392219
104678,0.932845282,341,344315,388368
104679,0.34956699,341,341990,389710
104681,0.280422449,341,336684,390042
131105,0.844043333,341,341806,395072
131837,0.150313361,341,338574,395670
134471,0.702210738,341,337151,393446
135595,0.911173761,341,338398,393104
136686,0.551699948,341,338859,394744
138787,0.765465425,341,340287,389520
104688,0.614816113,341,339077,392771
138183,0.977930593,341,336980,388181
138463,0.78574039,341,341544,387674
138850,0.445442557,341,338275,386158
137916,0.397366615,341,339177,388853
136735,0.928900125,341,339608,392388
139114,0.167024711,341,337234,391080
104734,0.45796205,341,341380,392579
104736,0.379353711,341,341418,387532
104742,0.28784596,341,340973,391174
104748,0.102886655,341,341166,387447
104751,0.876613201,341,335300,391748
130961,0.633270867,341,339762,392098
104750,0.240663597,341,336484,389323
131447,0.593611939,342,349797,391256
104757,0.359826954,342,353967,395241
132033,0.077621862,342,351173,395828
104758,0.908314743,342,352676,394837
104761,0.292172941,342,350193,396428
104762,0.929842703,342,352314,393785
104763,0.04345099,342,350042,393589
104764,0.603972037,342,351472,390983
104769,0.33712005,342,352321,392539
104770,0.729778434,342,352153,392848
104771,0.35790828,342,353022,396802
104772,0.614457862,342,352620,391825
104773,0.673761557,342,348974,396513
104774,0.310900685,342,355627,396446
104775,0.451502362,342,358467,395443
104777,0.45012819,342,348702,392037
104778,0.76583395,342,355427,399532
104779,0.102515298,342,353024,399502
104780,0.966495989,342,348007,401497
104781,0.449516992,342,349511,390566
104782,0.584060565,342,354612,396787
104784,0.048485121,342,352430,395808
130259,0.913709661,342,354205,395151
104802,0.534825559,342,353229,396635
132188,0.915223747,342,354316,395000
104787,0.663996042,342,358112,394510
104788,0.181287693,342,347539,393117
104790,0.797969425,342,348036,400904
104791,0.500774588,342,353337,393773
104792,0.535429365,342,357530,395425
130382,0.887221199,342,349926,395829
104793,0.709701728,342,351549,395820
104796,0.800837804,342,350733,395630
104797,0.304690177,342,355810,400414
104798,0.310515297,342,353402,400375
104800,0.980544706,342,349207,391217
104801,0.127282623,342,359085,395638
104804,0.069786491,342,351490,395684
104805,0.281688624,342,353037,393019
104806,0.897981243,342,349616,393381
104807,0.750512516,342,349802,395534
104809,0.167175017,342,349559,396821
104810,0.323345257,342,351961,397294
104812,0.820759435,342,350371,392627
104813,0.374276036,342,352510,399637
104814,0.260464731,342,347647,401278
104815,0.332181208,342,350195,390269
104816,0.879155034,342,357836,395491
